sci_name;common_name;ebird_code;class;order;in_v2;in_v3;label_af;label_ar;label_cs;label_da;label_de;label_en;label_en_uk;label_es;label_fi;label_fr;label_hu;label_it;label_ja;label_ko;label_nl;label_no;label_pl;label_pt;label_ro;label_ru;label_sk;label_sl;label_sv;label_th;label_tr;label_uk;label_zh
Lalage leucomela;Varied Triller;vartri1;Aves;Passeriformes;True;True;Varied Triller;Varied Triller;Varied Triller;Varied Triller;Weißbrauen-Raupenfänger;Varied Triller;Varied Triller;Oruguero Variable;Varied Triller;Échenilleur varié;Varied Triller;Varied Triller;マミジロナキサンショウクイ;Varied Triller;Witbrauwtriller;hvitbryntrillefugl;gąsienicojad zmienny;Varied Triller;Varied Triller;Белобровый личинкоед-свистун;húseničiarka volavá;Varied Triller;Vitbrynad drillfågel;Varied Triller;Değişken Renkli Tırtılyiyen;Оругеро смугасточеревий;Varied Triller
Lalage leucopyga;Long-tailed Triller;lottri1;Aves;Passeriformes;True;True;Long-tailed Triller;Long-tailed Triller;Long-tailed Triller;Long-tailed Triller;Graubürzel-Raupenfänger;Long-tailed Triller;Long-tailed Triller;Oruguero Colilargo;Long-tailed Triller;Échenilleur pie;Long-tailed Triller;Long-tailed Triller;オナガナキサンショウクイ;Long-tailed Triller;Langstaarttriller;melanesiatrillefugl;gąsienicojad białolicy;Long-tailed Triller;Long-tailed Triller;Длиннохвостый личинкоед-свистун;húseničiarka strakatá;Long-tailed Triller;Långstjärtad drillfågel;Long-tailed Triller;Uzun Kuyruklu Tırtılyiyen;Оругеро довгохвостий;Long-tailed Triller
Lalage leucopygialis;White-rumped Triller;whrtri1;Aves;Passeriformes;False;True;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller;White-rumped Triller
Lalage maculosa;Polynesian Triller;poltri1;Aves;Passeriformes;True;True;Polynesian Triller;Polynesian Triller;Polynesian Triller;Polynesian Triller;Südsee-Raupenfänger;Polynesian Triller;Polynesian Triller;Oruguero Polinesio;Polynesian Triller;Échenilleur de Polynésie;Polynesian Triller;Polynesian Triller;ポリネシアナキサンショウクイ;Polynesian Triller;Gevlekte Triller;polynesiatrillefugl;gąsienicojad polinezyjski;Polynesian Triller;Polynesian Triller;Пятнистый личинкоед-свистун;húseničiarka tichomorská;Polynesian Triller;Polynesisk drillfågel;Polynesian Triller;Polinezya Tırtılyiyeni;Оругеро полінезійський;Polynesian Triller
Lalage melanoleuca;Black-and-white Triller;bawtri1;Aves;Passeriformes;False;True;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller;Black-and-white Triller
Lalage melanoptera;Black-headed Cuckooshrike;bkhcus1;Aves;Passeriformes;True;True;Black-headed Cuckooshrike;Black-headed Cuckooshrike;Black-headed Cuckooshrike;Black-headed Cuckooshrike;Schwarzkopf-Raupenfänger;Black-headed Cuckooshrike;Black-headed Cuckooshrike;Oruguero Cabecinegro;Black-headed Cuckooshrike;Échenilleur à tête noire;Black-headed Cuckooshrike;Black-headed Cuckooshrike;ズグロアサクラサンショウクイ;Black-headed Cuckooshrike;Zwartkoprupsvogel;svarthodelarveeter;gąsienicojad czarnogardły;Black-headed Cuckooshrike;Black-headed Cuckooshrike;Чернокрылый личинкоед-свистун;húseničiarka čiernohlavá;Black-headed Cuckooshrike;Svarthuvad gråfågel;Black-headed Cuckooshrike;Kara Başlı Tırtılyiyen;Шикачик чорноголовий;Black-headed Cuckooshrike
Lalage melaschistos;Black-winged Cuckooshrike;bkwcus1;Aves;Passeriformes;True;True;Black-winged Cuckooshrike;Black-winged Cuckooshrike;Black-winged Cuckooshrike;Black-winged Cuckooshrike;Trauerraupenfänger;Black-winged Cuckooshrike;Black-winged Cuckooshrike;Oruguero Alinegro;Black-winged Cuckooshrike;Échenilleur ardoisé;Black-winged Cuckooshrike;Black-winged Cuckooshrike;アサクラサンショウクイ;검은할미새사촌;Rouwrupsvogel;svartvingelarveeter;gąsienicojad czarnoskrzydły;Black-winged Cuckooshrike;Black-winged Cuckooshrike;Траурный личинкоед-свистун;húseničiarka čiernokrídla;Black-winged Cuckooshrike;Svartvingad gråfågel;นกเฉี่ยวบุ้งใหญ่;Kara Kanatlı Tırtılyiyen;Шикачик чорнокрилий;黑翅山椒鳥
Lalage moesta;White-browed Triller;whbtri1;Aves;Passeriformes;False;True;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller;White-browed Triller
Lalage newtoni;Reunion Cuckooshrike;reucus1;Aves;Passeriformes;False;True;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike;Reunion Cuckooshrike
Lalage nigra;Pied Triller;pietri1;Aves;Passeriformes;True;True;Pied Triller;Pied Triller;Pied Triller;Pied Triller;Weißstirn-Raupenfänger;Pied Triller;Pied Triller;Oruguero Pío;Pied Triller;Échenilleur térat;Pied Triller;Pied Triller;マダラナキサンショウクイ;Pied Triller;Bonte Triller;parktrillefugl;gąsienicojad srokaty;Pied Triller;Pied Triller;Сорочий личинкоед-свистун;húseničiarka bieločelá;Pied Triller;Svartvit drillfågel;นกเขนน้อยคิ้วขาว;Alaca Tırtılyiyen;Оругеро широкобровий;黑原鵑鵙
Lalage polioptera;Indochinese Cuckooshrike;indcus1;Aves;Passeriformes;False;True;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike;Indochinese Cuckooshrike
Lalage sharpei;Samoan Triller;samtri1;Aves;Passeriformes;False;True;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller;Samoan Triller
Lalage sueurii;White-shouldered Triller;whwtri2;Aves;Passeriformes;False;True;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller;White-shouldered Triller
Lalage tricolor;White-winged Triller;whwtri1;Aves;Passeriformes;True;True;White-winged Triller;White-winged Triller;White-winged Triller;White-winged Triller;Weißflügel-Raupenfänger;White-winged Triller;White-winged Triller;Oruguero Tricolor;White-winged Triller;Échenilleur tricolore;White-winged Triller;White-winged Triller;ミイロサンショウクイ;White-winged Triller;Grijsstuittriller;hvitvingetrillefugl;gąsienicojad australijski;White-winged Triller;White-winged Triller;Белокрылый личинкоед-свистун;húseničiarka savanová;White-winged Triller;Australisk drillfågel;White-winged Triller;Ak Kanatlı Tırtılyiyen;Оругеро австралійський;White-winged Triller
Lalage typica;Mauritius Cuckooshrike;maucus1;Aves;Passeriformes;False;True;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike;Mauritius Cuckooshrike
Lama glama;Guanaco;;Mammalia;Artiodactyla;False;True;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco;Guanaco
Lampornis amethystinus;Amethyst-throated Mountaingem;amthum1;Aves;Apodiformes;True;True;Amethyst-throated Mountain-gem;Amethyst-throated Mountain-gem;kolibřík ametystohrdlý;Amethyst-throated Mountain-gem;Rotkehlnymphe;Amethyst-throated Mountain-gem;Amethyst-throated Mountain-gem;Colibrí Amatistino;Amethyst-throated Mountain-gem;Colibri à gorge améthyste;Amethyst-throated Mountain-gem;Amethyst-throated Mountain-gem;ノドムラサキシロメジリハチドリ;Amethyst-throated Mountain-gem;Groene Juweelkolibrie;amestyststrupejuvel;malachicik ametystowy;Amethyst-throated Mountain-gem;Amethyst-throated Mountain-gem;Аметистовогорлый солнечник;medovec ametystový;Amethyst-throated Mountain-gem;Ametiststrupig bergsjuvel;Amethyst-throated Mountain-gem;Ametist Dağmücevheri;Колібрі-самоцвіт аметистовогорлий;Amethyst-throated Mountain-gem
Lampornis calolaemus;Purple-throated Mountaingem;ptmgem;Aves;Apodiformes;False;True;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem;Purple-throated Mountaingem
Lampornis castaneoventris;White-throated Mountaingem;wtmgem1;Aves;Apodiformes;False;True;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem;White-throated Mountaingem
Lampornis clemenciae;Blue-throated Mountaingem;buthum;Aves;Apodiformes;True;True;Blue-throated Mountain-gem;Blue-throated Mountain-gem;kolibřík blankytohrdlý;Blue-throated Mountain-gem;Blaukehlnymphe;Blue-throated Mountain-gem;Blue-throated Mountain-gem;Colibrí Gorjiazul;Blue-throated Mountain-gem;Colibri à gorge bleue;Blue-throated Mountain-gem;Blue-throated Mountain-gem;ルリノドシロメジリハチドリ;Blue-throated Mountain-gem;Blauwkeeljuweelkolibrie;blåstrupejuvel;malachicik ciemny;Blue-throated Mountain-gem;Blue-throated Mountain-gem;Синегорлый солнечник;medovec modrohrdlý;Blue-throated Mountain-gem;Blåstrupig bergsjuvel;Blue-throated Mountain-gem;Mavi Gerdanlı Dağmücevheri;Колібрі-самоцвіт синьогорлий;Blue-throated Mountain-gem
Lampornis hemileucus;White-bellied Mountaingem;wbmgem1;Aves;Apodiformes;False;True;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem;White-bellied Mountaingem
Lampornis sybillae;Green-breasted Mountaingem;gbmgem1;Aves;Apodiformes;True;True;Green-breasted Mountain-gem;Green-breasted Mountain-gem;kolibřík skvrnkoprsý;Green-breasted Mountain-gem;Grünbrustnymphe;Green-breasted Mountain-gem;Green-breasted Mountain-gem;Colibrí de Sibila;Green-breasted Mountain-gem;Colibri de Sybil;Green-breasted Mountain-gem;Green-breasted Mountain-gem;アオムネシロメジリハチドリ;Green-breasted Mountain-gem;Groenbuikjuweelkolibrie;flekkbrystjuvel;malachicik zielony;Green-breasted Mountain-gem;Green-breasted Mountain-gem;Зеленогрудый солнечник;medovec zelenoprsý;Green-breasted Mountain-gem;Grönbröstad bergsjuvel;Green-breasted Mountain-gem;Yeşil Göğüslü Dağmücevheri;Колібрі-самоцвіт зелений;Green-breasted Mountain-gem
Lampornis viridipallens;Green-throated Mountaingem;gtmgem1;Aves;Apodiformes;True;True;Green-throated Mountain-gem;Green-throated Mountain-gem;kolibřík salvadorský;Green-throated Mountain-gem;Grünkehlnymphe;Green-throated Mountain-gem;Green-throated Mountain-gem;Colibrí Gorjiescamoso;Green-throated Mountain-gem;Colibri vert-d'eau;Green-throated Mountain-gem;Green-throated Mountain-gem;アオノドシロメジリハチドリ;Green-throated Mountain-gem;Groenkeeljuweelkolibrie;flekkstrupejuvel;malachicik zielonogardły;Green-throated Mountain-gem;Green-throated Mountain-gem;Зеленогорлый солнечник;medovec zelenohrdlý;Green-throated Mountain-gem;Grönstrupig bergsjuvel;Green-throated Mountain-gem;Yeşil Gerdanlı Dağmücevheri;Колібрі-самоцвіт зеленогорлий;Green-throated Mountain-gem
Lamprolaima rhami;Garnet-throated Hummingbird;gathum1;Aves;Apodiformes;False;True;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird;Garnet-throated Hummingbird
Lamprolia victoriae;Taveuni Silktail;silkta2;Aves;Passeriformes;False;True;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail;Taveuni Silktail
Lampropsar tanagrinus;Velvet-fronted Grackle;vefgra1;Aves;Passeriformes;True;True;Velvet-fronted Grackle;Velvet-fronted Grackle;Velvet-fronted Grackle;Velvet-fronted Grackle;Samtstirnstärling;Velvet-fronted Grackle;Velvet-fronted Grackle;Chango Terciopelo;Velvet-fronted Grackle;Carouge velouté;Velvet-fronted Grackle;Velvet-fronted Grackle;ビロードムクドリモドキ;Velvet-fronted Grackle;Pluchekoptroepiaal;fløyelstrupial;tanagrokacyk;Velvet-fronted Grackle;Velvet-fronted Grackle;Танагровый трупиал;vlhovec lužný;Velvet-fronted Grackle;Sammetstrupial;Velvet-fronted Grackle;Kadife Kiskal;Трупіал танагровий;Velvet-fronted Grackle
Lamprospiza melanoleuca;Red-billed Pied Tanager;rbptan1;Aves;Passeriformes;True;True;Red-billed Pied Tanager;Red-billed Pied Tanager;Red-billed Pied Tanager;Red-billed Pied Tanager;Rotschnabel-Stärlingstangare;Red-billed Pied Tanager;Red-billed Pied Tanager;Tangara Piquirroja;Red-billed Pied Tanager;Lamprospize noir et blanc;Red-billed Pied Tanager;Red-billed Pied Tanager;アカハシフウキンチョウ;Red-billed Pied Tanager;Roodsnaveltangare;rødnebbtanagar;czerwonodziób;Red-billed Pied Tanager;Red-billed Pied Tanager;Красноклювая силипипа;kráska červenozobá;Red-billed Pied Tanager;Rödnäbbad falsktangara;Red-billed Pied Tanager;Kırmızı Gagalı Tangara;Танагра червонодзьоба;Red-billed Pied Tanager
Lamprotornis acuticaudus;Sharp-tailed Starling;stgsta1;Aves;Passeriformes;False;True;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling;Sharp-tailed Starling
Lamprotornis albicapillus;White-crowned Starling;whcsta3;Aves;Passeriformes;False;True;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling;White-crowned Starling
Lamprotornis australis;Burchell's Starling;bugsta1;Aves;Passeriformes;True;True;Grootglansspreeu;Burchell's Starling;Burchell's Starling;Burchell's Starling;Riesenglanzstar;Burchell's Starling;Burchell's Starling;Estornino de Burchell;Burchell's Starling;Choucador de Burchell;Burchell's Starling;Burchell's Starling;コシアカテリムク;Burchell's Starling;Grote Glansspreeuw;storglansstær;błyszczak krępy;Burchell's Starling;Burchell's Starling;Большой спрео;liskavec veľkokrídly;Burchell's Starling;Större glansstare;Burchell's Starling;Büyük Sığırcık;Мерл великий;Burchell's Starling
Lamprotornis bicolor;Pied Starling;afpsta1;Aves;Passeriformes;True;True;Witgatspreeu;African Pied Starling;African Pied Starling;African Pied Starling;Zweifarb-Glanzstar;African Pied Starling;African Pied Starling;Estornino Bicolor;African Pied Starling;Spréo bicolore;African Pied Starling;African Pied Starling;シロハラチャムクドリ;African Pied Starling;Tweekleurige Glansspreeuw;karoostær;błyszczak brunatny;African Pied Starling;African Pied Starling;Белогузый спрео;liskavec dvojfarebný;African Pied Starling;Vitgumpad glansstare;African Pied Starling;Afrika Alaca Sığırcığı;Мерл бурий;African Pied Starling
Lamprotornis caudatus;Long-tailed Glossy Starling;ltgsta1;Aves;Passeriformes;True;True;Long-tailed Starling;Long-tailed Glossy Starling;leskoptev dlouhoocasá;Long-tailed Glossy Starling;Langschwanz-Glanzstar;Long-tailed Glossy Starling;Long-tailed Glossy Starling;Estornino Colilargo;Long-tailed Glossy Starling;Choucador à longue queue;Hosszúfarkú fényseregély;Long-tailed Glossy Starling;オナガテリムク;Long-tailed Glossy Starling;Groene Langstaartglansspreeuw;langhaleglansstær;błyszczak długosterny;Long-tailed Glossy Starling;Long-tailed Glossy Starling;Длиннохвостый спрео;liskavec dlhochvostý;Long-tailed Glossy Starling;Långstjärtad glansstare;Long-tailed Glossy Starling;Uzun Kuyruklu Sığırcık;Мерл довгохвостий;長尾麗椋鳥
Lamprotornis chalcurus;Bronze-tailed Starling;btgsta1;Aves;Passeriformes;False;True;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling;Bronze-tailed Starling
Lamprotornis chalybaeus;Greater Blue-eared Starling;gbesta1;Aves;Passeriformes;True;True;Groot-blouoorglansspreeu;Greater Blue-eared Starling;leskoptev kovová;Greater Blue-eared Starling;Grünschwanz-Glanzstar;Greater Blue-eared Starling;Greater Blue-eared Starling;Estornino Orejiazul;Greater Blue-eared Starling;Choucador à oreillons bleus;Greater Blue-eared Starling;Greater Blue-eared Starling;セイキムクドリ;Greater Blue-eared Starling;Groenstaartglansspreeuw;blåøreglansstær;błyszczak stalowy;Greater Blue-eared Starling;Greater Blue-eared Starling;Синеухий спрео;liskavec kovový;Greater Blue-eared Starling;Blåkindad glansstare;Greater Blue-eared Starling;Büyük Mavikulak Sığırcık;Мерл зелений;Greater Blue-eared Starling
Lamprotornis chloropterus;Lesser Blue-eared Starling;lbesta1;Aves;Passeriformes;True;True;Klein-blouoorglansspreeu;Lesser Blue-eared Starling;leskoptev malá;Lesser Blue-eared Starling;Messingglanzstar;Lesser Blue-eared Starling;Lesser Blue-eared Starling;Estornino de Swainson;Lesser Blue-eared Starling;Choucador de Swainson;Lesser Blue-eared Starling;Lesser Blue-eared Starling;コセイキムクドリ;Lesser Blue-eared Starling;Blauwoor-glansspreeuw;småglansstær;błyszczak niebieskouchy;Lesser Blue-eared Starling;Lesser Blue-eared Starling;Блестящий спрео;liskavec modrosluchý;Lesser Blue-eared Starling;Mindre glansstare/Miomboglansstare;Lesser Blue-eared Starling;Küçük Mavikulak Sığırcık;Мерл синьощокий;Lesser Blue-eared Starling
Lamprotornis elisabeth;Miombo Blue-eared Starling;;Aves;Passeriformes;False;True;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling;Miombo Blue-eared Starling
Lamprotornis fischeri;Fischer's Starling;fissta1;Aves;Passeriformes;False;True;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling;Fischer's Starling
Lamprotornis hildebrandti;Hildebrandt's Starling;hilsta1;Aves;Passeriformes;True;True;Hildebrandt's Starling;Hildebrandt's Starling;Hildebrandt's Starling;Hildebrandt's Starling;Hildebrandtglanzstar;Hildebrandt's Starling;Hildebrandt's Starling;Estornino de Hildebrant;Hildebrandt's Starling;Choucador de Hildebrandt;Hildebrandt's Starling;Hildebrandt's Starling;チャバラテリムク;Hildebrandt's Starling;Hildebrandts Glansspreeuw;masaistær;błyszczak półobrożny;Hildebrandt's Starling;Hildebrandt's Starling;Рыжебрюхий спрео;liskavec červenooký;Hildebrandt's Starling;Hildebrandts glansstare;Hildebrandt's Starling;Hildebrant Sığırcığı;Мерл кенійський;Hildebrandt's Starling
Lamprotornis mevesii;Meves's Starling;megsta1;Aves;Passeriformes;True;True;Langstertglansspreeu;Meves's Starling;Meves's Starling;Meves's Starling;Mevesglanzstar;Meves's Starling;Meves's Starling;Estornino de Meves;Meves's Starling;Choucador de Meves;Meves's Starling;Meves's Starling;シマオオナガテリムク;Meves's Starling;Meves' Langstaartglansspreeuw;mopaneglansstær;błyszczak ciemny;Meves's Starling;Meves's Starling;Пестрохвостый спрео;liskavec tmavý;Meves's Starling;Mevesglansstare;Meves's Starling;Meves Sığırcığı;Мерл темний;Meves's Starling
